ID,lat,long,County_Name,Mother.s.Hispanic.Origin,Year,Female.propotion,RUCC,eld_proportion,trate,race,rate,lat_s,long_s,Average.Birth.Weight_s,Average.Age.of.Mother_s,Average.LMP.Gestational.Age_s,PI_s,GDP_per_s,Precipitation_s,Temperature_s,edu_s,marriage_rate_s,Female.propotion_s,eld_proportion_s
15,39.8715,-77.2179,Adams County,Not Hispanic or Latino,2017,0.168334946,3,0.133847301,38.56,0,3.56,0.288081845,0.712904738,0.298148677,-0.242238625,0.480182293,0.065397622,-0.444643197,NA,NA,-0.554475397,0.579272845,-0.922425048,-0.085968171
16,39.8715,-77.2179,Adams County,Not Hispanic or Latino,2018,0.167197185,3,0.137914235,39.2,0,4.2,0.288081845,0.712904738,1.364770125,0.003920616,1.281837157,0.191429681,-0.492175301,NA,NA,-0.554475397,0.47051143,-0.958112085,-0.018342239
17,39.8715,-77.2179,Adams County,Not Hispanic or Latino,2019,0.166610819,3,0.141864415,39.27,0,4.27,0.288081845,0.712904738,0.557499404,0.160021598,0.403834211,0.256708165,-0.522523491,NA,NA,-0.554475397,0.415054714,-0.976504054,0.04734228
18,39.8715,-77.2179,Adams County,Hispanic or Latino,2019,0.21248835,3,0.141864415,35.38,1,0.38,0.288081845,0.712904738,0.244195626,-0.950696929,0.442008252,0.256708165,-0.522523491,NA,NA,-0.554475397,0.415054714,0.462491618,0.04734228
19,39.8715,-77.2179,Adams County,Not Hispanic or Latino,2020,0.166183849,3,0.145831712,39.49,0,4.49,0.288081845,0.712904738,1.3734489,0.105986642,0.823748663,0.484351075,-0.582525341,NA,NA,-0.554475397,0.055961146,-0.989896405,0.113311425
20,39.8715,-77.2179,Adams County,Hispanic or Latino,2020,0.215586502,3,0.145831712,35.44,1,0.44,0.288081845,0.712904738,1.645673143,-0.428359027,1.739925651,0.484351075,-0.582525341,NA,NA,-0.554475397,0.055961146,0.559668323,0.113311425
21,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2013,0.204393538,1,0.059309375,35.23,0,0.23,0.288523452,-1.081503139,-1.1260383,0.069963339,0.518356334,-0.702572802,-0.197864586,-1.480903042,-0.961381904,-0.863743633,-0.674858312,0.208589562,-1.32540228
22,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2015,0.203097588,1,0.06083083,35.11,0,0.11,0.288523452,-1.081503139,-1.394067802,0.220060437,0.136615923,-0.464149959,-0.062293775,-1.152716593,-0.759193294,-0.863743633,-0.669519229,0.167940765,-1.300103169
23,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2016,0.201470192,1,0.06133168,35.8,0,0.8,0.288523452,-1.081503139,-1.101448438,0.436200258,0.327486128,-0.392150652,-0.025671953,-1.642565256,-0.703029791,-0.329553044,-0.580215642,0.116895826,-1.291774918
24,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2017,0.202260115,1,0.064363567,35.91,0,0.91,0.288523452,-1.081503139,-1.287029577,0.616316776,0.289312087,-0.285549091,0.021881091,-1.703340524,-0.646866288,-0.329553044,-0.621150211,0.141672568,-1.24135999
25,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2018,0.202153381,1,0.067029701,36.75,0,1.75,0.288523452,-1.081503139,-1.208920602,0.784425526,0.212964005,-0.140885049,0.075942674,-1.800580954,-0.759193294,-0.329553044,-0.580255318,0.138324747,-1.197026889
26,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2019,0.203407317,1,0.069044058,37.34,0,2.34,0.288523452,-1.081503139,-1.610747884,0.748402223,0.06026784,-0.017048903,0.133642651,-1.552617859,-0.972614605,-0.329553044,-0.659412509,0.177655732,-1.163531688
27,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2020,0.20463799,1,0.070617045,37.66,0,2.66,0.288523452,-1.081503139,-1.481868075,1.000565348,0.06026784,0.20520404,0.08172005,-1.914230705,-0.669331689,-0.329553044,-0.78577824,0.216257049,-1.137375692
28,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2003,0.206197144,2,0.18673915,35.65,0,0.65,-0.981980493,0.420665037,-0.75921541,-1.491046482,-1.695738053,-1.22253822,-0.295601877,NA,NA,-0.938717751,2.949104197,0.265161509,0.793529895
29,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2004,0.204056832,2,0.18822691,35.26,0,0.26,-0.981980493,0.420665037,-1.196191732,-1.425003759,-1.161301477,-1.183011799,-0.324824611,NA,NA,-0.938717751,2.505231298,0.198028434,0.818268717
30,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2005,0.200138102,2,0.191299483,35.63,0,0.63,-0.981980493,0.420665037,-0.916011945,-1.569096973,-1.695738053,-1.10881658,-0.344235186,NA,NA,-0.938717751,2.560715409,0.075113461,0.869360181
31,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2007,0.194100792,2,0.198379991,35.35,0,0.35,-0.981980493,0.420665037,-1.215718975,-1.665159116,-1.237649559,-0.933476309,-0.248631245,NA,NA,-0.938717751,2.338778959,-0.114252941,0.987096528
32,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2008,0.191840168,2,0.201573017,35.79,0,0.79,-0.981980493,0.420665037,-1.36210098,-1.521065902,-1.199475518,-0.843044647,-0.212109739,NA,NA,-0.938717751,2.005874282,-0.185159724,1.040190913
33,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2009,0.190136507,2,0.203938195,41.66,0,6.66,-0.981980493,0.420665037,-1.164803495,-2.121454295,0.327486128,-0.832996685,-0.360680604,NA,NA,-0.563847162,2.005874282,-0.238596794,1.079519647
34,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2010,0.188277787,2,0.204123698,35.83,0,0.83,-0.981980493,0.420665037,-1.082355133,-1.406992107,-0.855909147,-0.778032334,-0.347703984,NA,NA,-0.563847162,0.428510092,-0.296897447,1.082604235
35,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2011,0.187420905,2,0.105507044,36.57,0,1.57,-0.981980493,0.420665037,-1.123000729,-1.394984339,-0.970431271,-0.666972405,-0.355027615,NA,NA,-0.563847162,0.354794279,-0.323774427,-0.557216609
36,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2012,0.1862198,2,0.108489866,37.14,0,2.14,-0.981980493,0.420665037,-1.0797515,-1.515062018,-0.93225723,-0.624185386,-0.390867124,NA,NA,-0.563847162,0.405115752,-0.361448314,-0.507617545
37,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2013,0.184035918,2,0.111380398,37.08,0,2.08,-0.981980493,0.420665037,-1.158728353,-1.076778491,-1.657564012,-0.630174238,-0.450265582,NA,NA,-0.563847162,0.286283091,-0.429948006,-0.459553101
38,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2014,0.182771761,2,0.114842877,36.37,0,1.37,-0.981980493,0.420665037,-0.691665611,-0.932685277,-0.665038942,-0.533088297,-0.474085361,NA,NA,-0.563847162,0.438127868,-0.469599583,-0.401978189
39,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2015,0.181563016,2,0.118929247,36.03,0,1.03,-0.981980493,0.420665037,-0.986454669,-0.932685277,-0.28329853,-0.400069245,-0.432817545,NA,NA,-0.563847162,0.397352036,-0.507513106,-0.33402907
40,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2016,0.181638659,2,0.121500118,36.28,0,1.28,-0.981980493,0.420665037,-0.60299746,-0.674518268,-0.359646612,-0.35974431,-0.448057811,NA,NA,-0.104630691,0.084974506,-0.505140486,-0.291280025
41,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2017,0.181576091,2,0.127504064,36.92,0,1.92,-0.981980493,0.420665037,-0.853235473,-0.536428938,-0.28329853,-0.247885867,-0.429968106,NA,NA,-0.104630691,0.193771864,-0.507102995,-0.191445003
42,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2018,0.180076748,2,0.132555931,36.57,0,1.57,-0.981980493,0.420665037,-1.023194817,-0.49440175,-0.512342777,-0.162045659,-0.414011223,NA,NA,-0.104630691,0.05106976,-0.554131421,-0.107441374
43,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2019,0.18162142,2,0.13749315,37.47,0,2.47,-0.981980493,0.420665037,-1.249566198,-0.500405634,-1.237649559,-0.004206144,-0.40285178,NA,NA,-0.104630691,-0.058243718,-0.505681205,-0.025344139
44,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2020,0.181808108,2,0.140583771,37.21,0,2.21,-0.981980493,0.420665037,-0.742436445,-0.49440175,-0.817735106,0.178720006,-0.45265307,NA,NA,-0.104630691,-0.264161398,-0.499825545,0.026047432
45,29.6748,-82.3577,Alachua County,Hispanic or Latino,2003,0.355656048,3,0.138691404,37.99,1,2.99,-1.758707358,0.372827393,-0.647693151,-1.022743536,0.251138046,-1.210693602,-0.204639568,0.71612291,1.307623612,0.823174016,0.547137722,4.953092863,-0.00541929
46,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2003,0.268603911,3,0.138691404,36.64,0,1.64,-1.758707358,0.372827393,-0.334823313,-0.908669741,-0.168776407,-1.210693602,-0.204639568,0.71612291,1.307623612,0.823174016,0.547137722,2.22261357,-0.00541929
47,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2004,0.268044609,3,0.1374969,35.74,0,0.74,-1.758707358,0.372827393,-0.87840392,-0.836623134,-0.588690859,-1.037083444,-0.075271636,1.370064798,1.341321714,0.823174016,0.547137722,2.205070491,-0.025281783
48,29.6748,-82.3577,Alachua County,Hispanic or Latino,2004,0.352666161,3,0.1374969,36.7,1,1.7,-1.758707358,0.372827393,-0.674886646,-0.596467777,0.518356334,-1.037083444,-0.075271636,1.370064798,1.341321714,0.823174016,0.547137722,4.859312,-0.025281783
49,29.6748,-82.3577,Alachua County,Hispanic or Latino,2005,0.352539121,3,0.138357946,36.12,1,1.12,-1.758707358,0.372827393,-0.56249651,-0.716545456,0.36566017,-0.916640981,-0.064243398,0.746510544,1.341321714,0.823174016,0.518342126,4.85532726,-0.010964108
50,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2005,0.266873045,3,0.138357946,36.14,0,1.14,-1.758707358,0.372827393,-0.55439632,-0.698533804,-0.626864901,-0.916640981,-0.064243398,0.746510544,1.341321714,0.823174016,0.518342126,2.168323188,-0.010964108
51,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2006,0.264720212,3,0.139587317,35.9,0,0.9,-1.758707358,0.372827393,-0.685879761,-0.920677509,-0.435994695,-0.806379566,-0.066872901,-0.280591491,1.397485217,0.823174016,0.431955338,2.10079738,0.009478161
52,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2007,0.26243147,3,0.140330057,36.1,0,1.1,-1.758707358,0.372827393,-0.810709475,-0.800599831,-0.092428324,-0.722069841,0.00873784,0.132680334,1.419950618,0.823174016,0.403159742,2.029008646,0.021828616
53,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2008,0.259670398,3,0.141697429,35.63,0,0.63,-1.758707358,0.372827393,-0.68399936,-0.866642554,-0.168776407,-0.65566013,-0.028154046,0.197709871,1.341321714,0.823174016,0.259181759,1.9424048,0.044565598
54,29.6748,-82.3577,Alachua County,Hispanic or Latino,2009,0.336059953,3,0.143786716,35.73,1,0.73,-1.758707358,0.372827393,-0.02441246,-0.914673625,-0.359646612,-0.752213729,-0.094761285,0.679657749,1.386252516,1.057468134,0.115203779,4.338441305,0.079306752
55,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2009,0.25712404,3,0.143786716,35.78,0,0.78,-1.758707358,0.372827393,-0.841663773,-0.818611482,-0.054254283,-0.752213729,-0.094761285,0.679657749,1.386252516,1.057468134,0.115203779,1.862535677,0.079306752
56,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2010,0.254973873,3,0.145825921,35.92,0,0.92,-1.758707358,0.372827393,-0.650007491,-0.584460009,0.136615923,-0.658588013,-0.122414914,0.187378075,1.161598505,1.057468134,0.106239806,1.795093491,0.113215131
57,29.6748,-82.3577,Alachua County,Hispanic or Latino,2010,0.335341172,3,0.145825921,37.41,1,2.41,-1.758707358,0.372827393,0.000900634,-0.614479429,0.594704416,-0.658588013,-0.122414914,0.187378075,1.161598505,1.057468134,0.106239806,4.315896004,0.113215131
58,29.6748,-82.3577,Alachua County,Hispanic or Latino,2011,0.340285947,3,0.074738313,36.45,1,1.45,-1.758707358,0.372827393,0.493710408,0.081971107,0.212964005,-0.593642242,-0.152275273,0.068258549,1.442416019,1.057468134,0.133165877,4.470993928,-1.068846281
59,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2011,0.257067803,3,0.074738313,35.69,0,0.69,-1.758707358,0.372827393,-0.213754401,-0.506409518,0.671052499,-0.593642242,-0.152275273,0.068258549,1.442416019,1.057468134,0.133165877,1.860771746,-1.068846281
60,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2012,0.252575611,3,0.07663309,36.01,0,1.01,-1.758707358,0.372827393,-0.558591061,-0.392335723,0.06026784,-0.609013629,-0.177858919,1.069227219,1.45364872,1.057468134,0.055190342,1.719869551,-1.037339485
61,29.6748,-82.3577,Alachua County,Hispanic or Latino,2012,0.323010248,3,0.07663309,37.97,1,2.97,-1.758707358,0.372827393,-0.808105843,0.142009946,0.06026784,-0.609013629,-0.177858919,1.069227219,1.45364872,1.057468134,0.055190342,3.929123964,-1.037339485
62,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2013,0.251476932,2,0.0791666,36.36,0,1.36,-1.758707358,0.372827393,-0.532699383,-0.242238625,-0.092428324,-0.603357491,-0.174782055,0.620705739,1.431183319,1.057468134,-0.01706438,1.68540836,-0.995211687
63,29.6748,-82.3577,Alachua County,Hispanic or Latino,2013,0.322329065,2,0.0791666,38.15,1,3.15,-1.758707358,0.372827393,0.819453763,-0.068125991,1.396359281,-0.603357491,-0.174782055,0.620705739,1.431183319,1.057468134,-0.01706438,3.907757962,-0.995211687
64,29.6748,-82.3577,Alachua County,Hispanic or Latino,2014,0.324758012,2,0.082091177,37.82,1,2.82,-1.758707358,0.372827393,0.719937143,-0.092141527,0.70922654,-0.50367638,-0.141839797,1.036408575,1.195296606,1.057468134,0.061545725,3.983944369,-0.946581135
65,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2014,0.250069702,2,0.082091177,36.13,0,1.13,-1.758707358,0.372827393,-0.877969982,-0.098145411,-0.016080242,-0.50367638,-0.141839797,1.036408575,1.195296606,1.057468134,0.061545725,1.641269152,-0.946581135
66,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2015,0.24854174,2,0.08469676,36.51,0,1.51,-1.758707358,0.372827393,-0.733034439,0.075967223,-0.054254283,-0.43633507,-0.132555628,0.629214276,1.577208426,1.057468134,0.293231366,1.593343062,-0.90325489
67,29.6748,-82.3577,Alachua County,Hispanic or Latino,2015,0.327725466,2,0.08469676,37.04,1,2.04,-1.758707358,0.372827393,-0.392681813,0.057955571,-0.474168736,-0.43633507,-0.132555628,0.629214276,1.577208426,1.057468134,0.293231366,4.077021598,-0.90325489
68,29.6748,-82.3577,Alachua County,Hispanic or Latino,2016,0.325282714,2,0.086788959,39.19,1,4.19,-1.758707358,0.372827393,0.762897079,0.280099276,0.327486128,-0.391485224,-0.12539926,0.271855698,1.498579522,1.432338723,0.232572476,4.000402183,-0.868465314
69,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2016,0.247327592,2,0.086788959,36.52,0,1.52,-1.758707358,0.372827393,-1.17926812,0.226064321,-0.588690859,-0.391485224,-0.12539926,0.271855698,1.498579522,1.432338723,0.232572476,1.555260068,-0.868465314
70,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2017,0.247916165,2,0.090191461,36.91,0,1.91,-1.758707358,0.372827393,-1.299179862,0.17803325,-0.703212983,-0.254207433,-0.090975014,1.309897282,1.509812223,1.432338723,0.107459761,1.573721262,-0.811887713
71,29.6748,-82.3577,Alachua County,Hispanic or Latino,2017,0.323795754,2,0.090191461,38.57,1,3.57,-1.758707358,0.372827393,-0.605890385,0.280099276,0.098441881,-0.254207433,-0.090975014,1.309897282,1.509812223,1.432338723,0.107459761,3.953762162,-0.811887713
72,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2018,0.24721838,2,0.093999647,37.39,0,2.39,-1.758707358,0.372827393,-1.533072848,0.310118696,-1.084953394,-0.126445262,-0.044617943,1.491615335,1.498579522,1.432338723,-0.048424812,1.551834522,-0.748564304
73,29.6748,-82.3577,Alachua County,Hispanic or Latino,2018,0.323456256,2,0.093999647,38.55,1,3.55,-1.758707358,0.372827393,-0.348275414,0.580293473,0.136615923,-0.126445262,-0.044617943,1.491615335,1.498579522,1.432338723,-0.048424812,3.943113461,-0.748564304
74,29.6748,-82.3577,Alachua County,Hispanic or Latino,2019,0.319006449,2,0.097633642,37.78,1,2.78,-1.758707358,0.372827393,-0.310667389,0.79042941,0.136615923,0.023142946,-0.006237267,0.662640674,1.633371929,1.432338723,-0.122503506,3.803540714,-0.688137383
75,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2019,0.246473522,2,0.097633642,37.57,0,2.57,-1.758707358,0.372827393,-1.403469808,0.520254633,-0.550516818,0.023142946,-0.006237267,0.662640674,1.633371929,1.432338723,-0.122503506,1.528471289,-0.688137383
76,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2020,0.24623429,2,0.101540323,38.17,0,3.17,-1.758707358,0.372827393,-1.343875553,0.424192491,-0.741387024,0.221972825,-0.011642383,0.70700662,1.610906528,1.432338723,-0.503193965,1.520967533,-0.623176175
77,29.6748,-82.3577,Alachua County,Hispanic or Latino,2020,0.317433589,2,0.101540323,38.69,1,3.69,-1.758707358,0.372827393,-0.968229242,0.634328428,-0.245124489,0.221972825,-0.011642383,0.70700662,1.610906528,1.432338723,-0.503193965,3.754206352,-0.623176175
78,36.0437,-79.3994,Alamance County,Not Hispanic or Latino,2003,0.212238245,3,0.204530583,36.04,0,1.04,-0.480274556,0.568564739,0.02650302,-0.950696929,-0.435994695,-1.170634838,-0.457094389,1.320836831,0.116957351,-1.004320104,0.20901007,0.454646819,1.089370014
79,36.0437,-79.3994,Alamance County,Not Hispanic or Latino,2004,0.211252561,3,0.20478277,37.01,0,2.01,-0.480274556,0.568564739,-0.436220334,-0.848630902,-0.93225723,-1.151137799,-0.397657384,0.176438527,0.206818956,-1.004320104,0.178557692,0.423729832,1.093563438
80,36.0437,-79.3994,Alamance County,Not Hispanic or Latino,2005,0.209611096,3,0.205468341,36.94,0,1.94,-0.480274556,0.568564739,-0.307485171,-1.004731884,-0.741387024,-1.096173448,-0.39779449,NA,NA,-1.004320104,0.178557692,0.372243604,1.104963274
81,36.0437,-79.3994,Alamance County,Not Hispanic or Latino,2006,0.207063706,3,0.208536568,36.6,0,1.6,-0.480274556,0.568564739,-0.039311024,-1.064770723,-0.168776407,-0.957964058,-0.373556287,NA,NA,-1.004320104,0.178557692,0.292342112,1.155982472
82,36.0437,-79.3994,Alamance County,Not Hispanic or Latino,2007,0.206044209,3,0.207985516,35.99,0,0.99,-0.480274556,0.568564739,-0.704683774,-1.052762955,-0.817735106,-0.865935369,-0.43075781,-0.592368618,0.352844063,-1.004320104,0.087200558,0.260364546,1.14681945
83,36.0437,-79.3994,Alamance County,Not Hispanic or Latino,2008,0.203910593,3,0.205789958,36.02,0,1.02,-0.480274556,0.568564739,-0.922665673,-1.220871705,-0.245124489,-0.82647549,-0.480496216,0.259092892,0.173120854,-1.004320104,0.05674818,0.193441498,1.110311197
84,36.0437,-79.3994,Alamance County,Not Hispanic or Latino,2009,0.201936945,3,0.205329634,36.85,0,1.85,-0.480274556,0.568564739,-0.837179739,-1.034751304,-0.321472571,-0.921232434,-0.605775167,0.264562666,0.139422752,-0.760654221,-0.034608956,0.131536011,1.102656821
85,36.0437,-79.3994,Alamance County,Not Hispanic or Latino,2010,0.200800048,3,0.205305331,36.9,0,1.9,-0.480274556,0.568564739,-0.863216064,-0.896661973,-0.474168736,-0.891953603,-0.564209379,-0.064231536,0.206818956,-0.760654221,-0.359583412,0.095876074,1.102252705
86,36.0437,-79.3994,Alamance County,Not Hispanic or Latino,2011,0.198460802,3,0.1041093,37.97,0,2.97,-0.480274556,0.568564739,-0.569584176,-1.082782375,-0.28329853,-0.819155783,-0.533340665,-0.082464116,0.319145961,-0.760654221,-0.337511018,0.022503231,-0.580458623
87,36.0437,-79.3994,Alamance County,Not Hispanic or Latino,2012,0.196789244,3,0.105224213,37.52,0,2.52,-0.480274556,0.568564739,-0.171517696,-0.83061925,0.174789964,-0.752945699,-0.554493156,-0.086110633,0.341611363,-0.760654221,-0.3770267,-0.029926895,-0.561919589
88,36.0437,-79.3994,Alamance County,Not Hispanic or Latino,2013,0.195254925,3,0.107900247,37.14,0,2.14,-0.480274556,0.568564739,-0.771365695,-0.698533804,-0.130602366,-0.732317432,-0.505960542,0.415285332,0.083259249,-0.760654221,-0.408579012,-0.078052379,-0.517421868
89,36.0437,-79.3994,Alamance County,Not Hispanic or Latino,2014,0.193276022,3,0.109766615,37.32,0,2.32,-0.480274556,0.568564739,-1.061092134,-0.69252992,-1.046779353,-0.642617741,-0.490561104,-0.202191395,0.060793848,-0.760654221,-0.318156614,-0.140122695,-0.486387463
90,36.0437,-79.3994,Alamance County,Not Hispanic or Latino,2015,0.193190261,3,0.111464948,37.5,0,2.5,-0.480274556,0.568564739,-0.631058833,-0.476390098,-0.474168736,-0.593708785,-0.510488246,0.528327331,0.274215159,-0.760654221,-0.306996024,-0.142812677,-0.458147184
91,36.0437,-79.3994,Alamance County,Not Hispanic or Latino,2016,0.191635809,3,0.112664222,37.14,0,2.14,-0.480274556,0.568564739,-0.703092665,-0.38633184,-0.054254283,-0.546463399,-0.473976099,-0.131084331,0.352844063,-0.338924809,-0.325409861,-0.191569653,-0.438205375
92,36.0437,-79.3994,Alamance County,Not Hispanic or Latino,2017,0.189865815,3,0.115965527,36.9,0,1.9,-0.480274556,0.568564739,-0.718569814,-0.326293,0.136615923,-0.486707967,-0.518464921,-0.286669018,0.330378662,-0.338924809,-0.408412337,-0.247087325,-0.383310501
93,36.0437,-79.3994,Alamance County,Not Hispanic or Latino,2018,0.194456902,3,0.11904412,36.98,0,1.98,-0.480274556,0.568564739,-0.6168835,-0.098145411,-0.245124489,-0.395278164,-0.534794566,1.490399829,0.251749758,-0.338924809,-0.53263268,-0.103083187,-0.332118935
94,36.0437,-79.3994,Alamance County,Not Hispanic or Latino,2019,0.195733449,3,0.120727137,37.65,0,2.65,-0.480274556,0.568564739,-1.043155999,-0.122160947,-0.626864901,-0.268114878,-0.521707672,0.205002903,0.364076764,-0.338924809,-0.607935057,-0.063042985,-0.304133334
95,36.0437,-79.3994,Alamance County,Not Hispanic or Latino,2020,0.196176176,3,0.121887062,38.1,0,3.1,-0.480274556,0.568564739,-1.028691374,-0.146176482,-0.741387024,-0.073477196,-0.581781187,1.086244295,0.29668056,-0.338924809,-0.790138607,-0.0491564,-0.284845829
96,37.6469,-121.8888,Alameda County,Not Hispanic or Latino,2004,0.223814332,1,0.149607013,35.28,0,0.28,-0.158463337,-2.2427669,0.116039049,1.108635258,0.594704416,-0.262059483,0.51515227,-1.432282827,0.251749758,0.467046957,-0.34045916,0.817742625,0.176088015
97,37.6469,-121.8888,Alameda County,Not Hispanic or Latino,2005,0.221305983,1,0.151194725,35.43,0,0.43,-0.158463337,-2.2427669,-0.004595924,1.12664691,0.403834211,-0.159517033,0.571751223,-1.057299421,0.229284357,0.467046957,-0.34045916,0.739065694,0.202488863
